Id,source,issue,ETD_sent,manual_ETD,y_ETD,PS_sent,manual_PS,y_PS
11494,deeplearning4j,"I have an application that needs to use vectors from a word2vec model. I'm not sure, but this application may benefit from using the GPU. However, when I set the backend to use cuda it takes forever to load the model. It's been 20 minutes so far when it's usually about 20-30 seconds with the CPU backend. Is this expected?",I have an application that needs to use vectors from a word2vec model.,ETD_NEED_TO,1,"However, when I set the backend to use cuda it takes forever to load the model. It's been 20 minutes so far when it's usually about 20-30 seconds with the CPU backend.","PS_NEG_AUX_ADV_ADJ,",1
11180,deeplearning4j,"Hi, I wanted to use dl4j on my own dataset. So, I copied (in the same folder) and renamed an example java file and change the code. But when I ran my own file, the code in the example java file was run! By the way I know java but have not experience on maven and git. Where should I start? Thanks woolfel: Thank you very much. I'll try it!",I wanted to use dl4j on my own dataset.,ETD_WANT_TO,1,"But when I ran my own file, the code in the example java file was run","PS_NEG_AUX_VERB,",1
12499,deeplearning4j,"Exception in thread ""main"" java.lang.ExceptionInInitializerErrorat org.deeplearning4j.nn.conf.NeuralNetConfiguration$Builder.seed(NeuralNetConfiguration.java:670) at deepLearning.PdpImageTraining.main(PdpImageTraining.java:75) can any one help me to get it out from this error",,,0,"Exception in thread ""main""","PS_VERB_ERROR,PS_ERROR_NOUN_PHRASE,",1
14833,deeplearning4j,I'm getting a dimension error with my model imported from Keras.. wondering if I'm creating the input array wrong or something. When I step layer by layer it gets through the embedding ok but then the convolution says it expects a 3 dimensional input (embedding output is 2 dimensions). Any help is appreciated! [<-LINK->],,,0,I'm getting a dimension error with my model imported from Keras,"PS_PROBLEM,",1
32589,typescript,"[<-CODE->] is there a way to have this sort of discrete state management that just works? typescript can't figure out that when code is 422 then data must be T (Data422) type weirdly enough it all seems to work if i don't nest it: [<-CODE->] it's very strange to me, why would this break if it's nested :/",is there a way to have this sort of discrete state management that just works?,ETD_IS_THERE_QUESTION,1,typescript can't figure out that when code is 422 then data must be T (Data422) type weirdly enough it all seems to work if i don't nest it,"PS_NEG_AUX_VERB,PS_NEG_VERB,PS_NEG_ADV_ADJ,",1
9364,deeplearning4j,"Hi, I think there might be a problem in MovingWindowDataSetFetcher. It calls MovingWindowMatrix.windows with flattened and addRotate both set to true. However, I think this causes a problem since a flattened matrix can't be rotated because it fails the isMatrix test. Am i mistaken?",,,0,this causes a problem since a flattened matrix can't be rotated because it fails the isMatrix test,"PS_VERB_ERROR,PS_PROBLEM,PS_NEG_AUX_VERB,PS_NEG_VERB,",1
12447,deeplearning4j,Is there anything immediately wrong with my code in the following gist please?  Using this early stopping code takes some multiples longer amount of time to train than with just parallel wrapper for the same network?  [<-LINK->] I can't imagine the testing done with testSet in the earlystopper makes THAT much of a difference? (relatively small dataset) takes about 15 minutes for 10 epochs on parallel and about 5 hours on earlystopper,,,0,Using this early stopping code takes some multiples longer amount of time to train than with just parallel wrapper for the same network,"PS_NEG_VERB,PS_TIME_LIMIT,PS_NEG_AUX_VERB,",1
19484,ethereum,"Hi there new to the platform. any hello world example references i couldl look into ? chafey: i just installed it and when i run bin/init , it says command not found i am following your git i am installin geth now chafey: bin.init did not work but geth console worked.. are these two completely different ? bin/init",,,0,it says command not found,"PS_NEG_AUX_VERB,",1
14995,deeplearning4j,"hello. In org.deeplearning4j.nn.layers.recurrent.LSTMHelpers, there has some comments to explain these params. i haven been confused by final INDArray recurrentWeights, //Shape: [hiddenLayerSize,4*hiddenLayerSize+3]; order: [wI,wF,wO,wG,wFF,wOO,wGG] i can't understand it very well.'I' is input gate, 'F' is forget gate, 'O' is output gate, 'G' is external input gate.'w' means the Weight. What's the meaning of wFF,wOO,wGG and this order?",,,0,i haven been confused by final INDArray recurrentWeights,"PS_NEG_AUX_VERB,PS_NEG_ADV_ADJ,PS_NEG_VERB,",1
8323,deeplearning4j,"Trying to follow the macosx cpu only libdn4j install guide. Failing in the final step:  ""inside the nd4j directory run mvn clean install -X -DskipTests -Dmaven.javadoc.skip=true -pl \'!org.nd4j:nd4j-cuda-7.5\'"". Error msg: [<-LINK->] any ideas? Path variables for libnd4j set, xcode installed, mvn etc all works fine.",Trying to follow the macosx cpu only libdn4j install guide,ETD_TRYING_TO,1,Error msg:,"PS_ONLY,",1
28592,typescript,"hi, how do I reference a@typeswhen it has a subfolder? eg: lodash has a v3m which I want to use so wasnt clear how to reference that, or do i just install all thel@types/lodash and it will fiure things out on use? right now, i just include it manually into my project, and use <reference path=""""...> sorry - type typo* v3  [<-LINK->] oops sorry - raw not useful - [<-LINK->] dtabuenc:",lodash has a v3m which I want to use so wasnt clear how to reference tha,ETD_WANT_TO,1,,,0
14706,deeplearning4j,"Hey, I used  INDArrayDataSetIteratorn to generate my DataSetIterator's, but I'd like to add additional futures as inputs in my ComputationGraph with MultiDataSetIterator, is there something like an INDArrayMultiDataSetIterator that I could use because I have not been able to find it.Thank you.",T1: but I'd like to add additional futures as inputs in my ComputationGraph with MultiDataSetIterator,ETD_WOULD_LIKE,1,because I have not been able to find it.,"PS_NEG_AUX_VERB,PS_NEG_AUX_ADV_ADJ,",1
24852,nodejs,"Can someone get why my user.email is throwing 'undefined'?I want to check if the email matches the password, but I can't get the password property off ofuser. Help! [<-LINK->] NickNaso: Yes amidzicigor: The thing is, it worked 3 times that I tried, then I changed something and reverted back to the original, and now it won't work. This is all of my app.js [<-LINK->] NickNaso: It did not work",I want to check if the email matches the password,ETD_WANT_TO,1,"I want to check if the email matches the password, but I can't get the password property off ofuser. ","PS_NEG_ADV_ADJ,PS_NEG_AUX_VERB,PS_ETD_TRY,PS_PROBLEM_IS,",1
27945,nodejs,I seem to be getting an issue with downloading tarballs through NPM. It keeps saying that the tarballs are corrupted npm WARN tarball tarball data forhighcharts@7.2.0(sha512-jOlMzj3oRuqNBoJg+rqHZI9vnlLHipwVfceJr00gAreXu8268UwahEh7yBGI/m1wa6Uc/XoBMIuzMpXUFMvFdg==) seems to be corrupted. Trying one more time.,,,0,It keeps saying that the tarballs are corrupted npm WARN,"PS_PROBLEM,",1
31244,typescript,"(you know - square hole, round peg) ANYWAY the real reason I popped on here was to ask real quick if anyone has played around with incremental much? I'm just setting up CI, and wondering how wrong things could go if I cached the.tsbuildinfo like if I have multiple branches, whats the worst that'll happen if.tsbuildinfois cached between them? I'm hoping its just ""it'll just not be that efficient"", but like yeah does anyone know if.tsbuildinfocan ever make tsc not report an error?","I'm hoping its just ""it'll just not be that efficient""",ETD_HOPE,1,,,0
14617,deeplearning4j,"Hi, does the AsyncDataSetIterator have some restrictions in which cases it has no benefit? I just ran the Word2VecSentimentRNN example from [<-LINK->] once with the normal DataSetIterator and once with the iterator wrapped innew AsyncDataSetIterator(source, 4)to fetch 4 batches asynchronously at a time. Though both setups ran for 1:40 minutes per epoch. For 1) yes, but that's not the case here. For 2) why is that? Parallelizing data loading should benefit a network that is fast in training since the network does not have to wait for the batches as long as with a sequential iterator Sure that happens for prefetch size = 1, though using prefetch size = 4 e.g. would load 4 batches in 10 sec that makes 14 seconds for 4 batches while using normal iterator it would take 44 secs",Parallelizing data loading should benefit a network that is fast in training since the network does not have to wait for the batches as long as with a sequential iterator Sure that happens for prefetch size = 1,"ETD_HAVE_TO,ETD_SHOULD",1,but that's not the case here,"PS_VERB_NO,PS_NEG_AUX_VERB,PS_ETD_TRY,",1
14987,deeplearning4j,"agibsonccc: in build.sbt I have:classpathTypes += ""maven-plugin""libraryDependencies ++= Seq(""org.nd4j"" % ""nd4j-native-platform"" % ""0.9.2-SNAPSHOT"",""org.nd4j"" %% ""nd4j-kryo"" % ""0.9.2-SNAPSHOT"") and I got HTTP 404 during compilation How to add properly those deps?",,,0,I got HTTP 404 during compilation,"PS_PROBLEM,",1
22877,gitter,"So, I went to create a community for my organization, and specified ""lyndir"" as my organization domain, which it linked to github.com/Lyndir, and ""masterpassword"" as the community name, thinking I was creating a ""masterpassword"" room inside the domain.  Apparently, that is not what it does and it created a gitter community at [<-LINK->] called ""masterpassword"".  Can I get this community renamed to ""lyndir""? Interestingly, gitter itself can't seem to make up its mind on what to call this organization, calling it ""masterpassword"" in some places and ""lyndir"" in others...  quite buggy. Perhaps I can just delete this and start over somehow? where would I go for technical support on this?","T1: I went to create a community for my organization, and specified ""lyndir"" as my organization domain T2: Can I get this community renamed to ""lyndir""?","ETD_GOING_TO, ETD_CAN_QUESTION",1,"that is not what it does and it created a gitter community at [<-LINK->] called ""masterpassword"".  ","PS_SEEMS_TO_NEG_VERB,PS_NEG_VERB,",1
12421,deeplearning4j,I just played a little bit using the AnimalClassifier CNN... after some hours I got it trained... Now I want to use the net in an nother application for classification.... Is there a possibility to restore the label names somehow? yes... I know... printed them out after evaluation phase... the order will be the same I suppose? but they are not stored in the serialized network... ok The order of label names in rr.getLabels() and output array correspond?,I want to use the net in an nother application for classification,"ETD_WANT_TO,ETD_BE_POSSIBLE_TO",1,but they are not stored in the serialized network,"PS_NEG_AUX_VERB,",1
