Tag,Corrected,Count
angular-openlayers,,59
angular-pipe,,143
angular-promise,,175
angular-providers,,100
angular-pwa,,80
angular-reactive-forms,,526
angular-redux,,52
angular-renderer2,,67
angular-resolver,,99
angular-resource,,118
angular-route-guards,angular-router-guards,67
angular-router,,213
angular-router-guards,,113
angular-routerlink,,106
angular-routing,,388
angular-schema-form,,99
angular-schematics,,99
angular-seed,,62
angular-services,,215
angular-service-worker,,116
angular-slickgrid,,75
angular-storybook,,64
angular-strap,,101
angular-template,,138
angular-templatecache,,50
angular-template-form,,53
angular-test,,171
angular-translate,,119
angular-ui,,199
angular-ui-bootstrap,,320
angular-ui-grid,,187
angular-ui-router,,575
angular-ui-router-extras,,85
angular-ui-select,,101
angular-ui-typeahead,,99
angular-unit-test,,110
angular-universal,,157
angular-upgrade,,103
angular-validation,,132
angular-validator,,51
animate.css,,134
animate-cc,,102
animated,,104
animated-gif,,181
animatewithduration,,98
animation,,3169
animationdrawable,,99
animations,,76
animator,,104
anime.js,,105
ankhsvn,,115
anki,,103
anko,,99
annotate,,128
annotation-processing,,199
annotation-processor,,80
annotations,,1231
anomaly-detection,,109
anonymize,,54
anonymous,,140
anonymous-class,,131
anonymous-function,,236
anonymous-inner-class,,103
anonymous-methods,,111
anonymous-types,,145
anonymous-users,,56
anorm,,103
anova,,241
ansi,,186
ansible,,1895
ansible-2.x,ansible,140
ansible-awx,,117
ansible-facts,,140
ansible-galaxy,,94
ansible-inventory,,158
ansible-playbook,,102
ansible-role,,107
ansible-template,,122
ansible-tower,,103
ansible-vault,,100
ansi-c,,103
ansi-colors,,101
ansi-escape,,126
ansi-sql,,105
answer-set-programming,,106
ansys,,63
ant,,1613
antbuilder,,59
ant-contrib,,107
antd,,231
ant-design-pro,,106
antenna,,65
antenna-house,,50
antialiasing,,203
anti-aliasing,antialiasing,83
anti-cheat,,64
antiforgerytoken,,122
anti-join,,62
anti-patterns,,173
antivirus,anti-virus,217
anti-virus,,462
antixsslibrary,,100
antlr,,493
antlr3,antlr,175
antlr4,antlr,173
antlrworks,,99
ant-media-server,,104
any,,127
anychart,,107
anycpu,,73
anyevent,,70
anylogic,,201
anyobject,,97
anypoint-platform,,68
anypoint-studio,,241
anythingslider,,100
aop,,501
aot,,115
apache,,6728
apache2,apache,1244
apache2.2,apache,111
apache-2.2,apache,1685
apache2.4,apache,185
apache-2.4,apache,425
apache2-module,apache-modules,57
apache-airflow,,100
apache-arrow,,126
apache-atlas,,62
apache-beam,,368
apache-beam-io,,119
apachebench,,105
apache-calcite,,102
apache-camel,,1293
apache-cayenne,,101
apache-chemistry,,90
apache-cloudstack,,90
apache-cocoon,,69
apache-commons,,378
apache-commons-beanutils,,104
apache-commons-cli,,99
apache-commons-codec,,51
apache-commons-collection,,68
apache-commons-compress,,65
apache-commons-config,,99
apache-commons-csv,,91
apache-commons-dbcp,,127
apache-commons-dbutils,,62
apache-commons-digester,,70
apache-commons-email,,72
apache-commons-exec,,73
apache-commons-fileupload,,100
apache-commons-httpclient,,123
apache-commons-io,,101
apache-commons-lang,,69
apache-commons-lang3,,55
apache-commons-logging,,102
apache-commons-math,,101
apache-commons-net,,108
apache-commons-vfs,,102
apache-config,,106
apache-cordova,,99
apache-curator,,100
apache-drill,,126
apacheds,,109
apache-echarts,,54
apache-felix,,249
apache-flex,,3341
apache-flink,,777
apache-fop,,167
apache-hive,,73
apache-httpasyncclient,,54
apache-httpclient-4.x,,255
apache-httpcomponents,,140
apache-http-server,,317
apache-hudi,,70
apache-iotdb,,113
apache-jena,,105
apache-kafka,,2872
apache-kafka-connect,,346
apache-kafka-mirrormaker,,93
apache-kafka-streams,,209
apache-karaf,,307
apache-kudu,,95
apache-license,,83
apache-mina,,115
apache-modules,,102
apache-nifi,,354
apache-ode,,70
apache-phoenix,,121
apache-pig,,311
apache-poi,,716
apache-poi-4,apache-poi,66
apache-pulsar,,124
apache-ranger,,74
apache-royale,,58
apache-samza,,67
apache-servicemix,,162
apache-spark,,4579
apache-spark-1.6,apache-spark,92
apache-spark-2.0,apache-spark,123
apache-spark-dataset,,174
apache-spark-ml,,148
apache-spark-mllib,,143
apache-spark-sql,,1055
apache-spark-standalone,,98
apache-spark-xml,,51
apache-storm,,270
apache-storm-topology,,58
apache-stringutils,,85
apache-superset,,165
apache-synapse,,103
apache-tez,,104
apache-tika,,210
apache-tiles,,111
apache-tomee,,213
apache-velocity,,51
apache-wink,,100
apache-zeppelin,,133
apache-zookeeper,,343
apartment-gem,,101
apc,,202
apdu,,225
ape,,77
ape-phylo,,62
aperture,,111
apex,,227
apexcharts,,116
apex-code,,278
apfs,,59
api,,9408
api-ai,,99
apiary,,100
apiary.io,,105
api-authorization,,50
apiblueprint,,140
apic,,63
apiconnect,,103
api-design,,357
api-doc,,100
apify,,101
api-gateway,,252
apigee,,159
api-key,,214
apim,,111
api-manager,,101
api-platform.com,,190
api-versioning,,100
apk,,757
apk-expansion-files,,105
apksigner,,51
apktool,,105
apl,,160
apm,,111
apn,,105
apng,,51
apns,,85
apns-php,,99
apollo,,448
apollo-angular,,50
apollo-client,,344
apollo-federation,,89
apollo-server,,279
apollostack,,88
apostrophe,,120
apostrophe-cms,,106
app.xaml,,106
app.yaml,,106
app-actions,,86
apparmor,,83
appauth,,101
appbar,,144
app-bundle,,92
appcelerator,,485
appcelerator-alloy,,111
appcelerator-mobile,,175
appcelerator-studio,,100
appcelerator-titanium,,235
app-certification-kit,,57
appcmd,,105
appcode,,104
app-code,appcode,100
appcompatactivity,,112
app-config,,356
appdata,,110
app-data,appdata,58
appdelegate,,265
appdomain,,240
appdynamics,,102
appearance,,156
append,,562
appendchild,,150
appender,,116
appendto,,100
app-engine-flexible,,125
app-engine-ndb,,142
appfabric,,216
appfabric-cache,,102
appfog,,104
appframework,,81
appfuse,,98
appgallery,,99
appgallery-connect,,95
appharbor,,137
appicon,,72
app-id,,109
appimage,,71
appinsights,,102
app-inventor,,117
appium,,687
appium-android,,204
appium-desktop,,101
appium-ios,,144
appjs,,66
appkit,,306
app-launcher,,53
apple,,254
apple-appclips,,76
applecare,,96
apple-developer,,126
apple-developer-account,,53
appleevents,,71
apple-hardware-test,,53
apple-id,,250
apple-m1,,428
apple-mail,,139
apple-maps,,105
apple-music,,130
apple-musickit,,92
applepay,,186
apple-pay,applepay,60
applepayjs,,52
apple-push-notifications,,747
apple-remote-desktop,,82
applescript,,1204
applescript-objc,,105
apple-sign-in,,123
apple-silicon,,149
apple-store,,103
applet,,920
apple-touch-icon,,64
appletv,,202
apple-tv,appletv,162
appletviewer,,85
apple-vision,,100
apple-watch,,505
apple-watch-complication,,123
application,applications,104
application.cfc,,102
application.properties,,115
application-bar,,90
application-cache,,100
applicationcontext,,146
applicationcontroller,,52
application-design,,132
application-development,,419
applicationdomain,,60
application-error,,71
applicationhost,,50
application-launch,,77
application-lifecycle,,109
application-loader,,116
application-pool,,211
applicationpoolidentity,,65
application-pools,application-pool,107
application-restart,,102
applications,,472
application-server,,165
application-settings,,153
application-shutdown,,103
application-start,,73
application-state,,87
application-switcher,,179
applicative,,166
applinks,,108
applovin,,70
apply,,348
apply-templates,,77
appmenu,,125
appmobi,,69
app-offline.htm,,57
appointment,,108
apport,,87
apportable,,99
apprequests,,108
approximate,,76
approximation,,140
apprtc,,62
appsdk2,,103
app-secret,,51
appserver,application-server,99
appsettings,application-settings,171
appsflyer,,71
apps-for-office,,51
app-startup,,100
app-store,,660
appstore-approval,,187
app-store-connect,,609
appstore-sandbox,,130
app-themes,,55
app-transport-security,,105
app-update,,65
appveyor,,113
appwidgetprovider,,103
appx,,124
appxmanifest,,88
apr,,101
apriori,,153
apscheduler,,107
apt,,1444
aptana,,265
aptana3,aptana,114
apt-cache,,85
apt-get,,201
aptitude,,140
apt-mirror,,78
aqgridview,,65
aql,,116
aquamacs,,105
aquaris,,71
aqueduct,,100
aquery,,65
ar.drone,,82
ar.js,,103
arabic,,354
arabic-support,,105
arangodb,,333
arangojs,,89
arbitrary-precision,,115
arbor.js,,50
arc4random,,106
arcade,,75
arcanist,,95
arcgis,,404
arcgis-js-api,,177
arcgis-runtime,,102
arcgis-runtime-net,,51
arcgis-server,,103
arch,,62
archer,,75
archetypes,,110
architectural-patterns,,133
architecture,,2317
archiva,,101
archive,,411
archiving,,191
archlinux,,332
arch-linux,archlinux,357
archunit,,86
arcmap,,108
arcobjects,,101
arcore,,251
arcpy,,109
ardent,,50
arduino,,2252
arduino-c++,,140
arduino-due,,58
arduino-esp32,,127
arduino-esp8266,,173
arduino-ide,,168
arduino-ultra-sonic,,57
arduino-uno,,261
arduino-yun,,83
area,,185
areas,,68
a-record,,114
a-records,a-record,91
arel,,134
arff,,102
argb,,101
argc,,101
argmax,,99
argocd,,131
argonaut,,76
argoproj,,79
argouml,,51
argo-workflows,,140
argparse,,185
args,,123
argument-dependent-lookup,,125
argument-error,,62
argumentexception,,104
argumentnullexception,,99
argument-passing,,124
arguments,,731
argument-unpacking,,99
argv,,226
aries,,65
arima,,189
arithmetic-expressions,,129
arity,,99
arkit,,501
arm,,2265
arm64,arm,303
arm7,arm,67
armadillo,,142
armcc,,71
arm-template,,238
armv6,arm,101
armv7,arm,172
armv8,arm,102
arp,,191
arq,,51
arr,,108
array,arrays,191
array.prototype.map,,115
array-agg,,70
array-algorithms,,105
array-broadcasting,,136
arraybuffer,,148
arraycollection,,111
array-column,,81
arraydeque,,74
array-difference,,100
array-filter,,108
arrayfire,,99
array-formulas,,266
array-indexing,,55
array-initialization,,98
array-intersect,,99
array-key,,100
array-key-exists,,54
arraylist,,1023
array-map,,121
array-merge,,135
array-multisort,,81
arrayobject,,107
arrayofarrays,,68
array-push,,108
arrays,,14097
array-splice,,101
array-unique,,102
arrow-functions,,136
arrow-keys,,106
arrow-kt,,99
arrows,,126
arscnview,,58
article,,118
artifact,artifacts,129
artifactory,,554
artifactory-query-lang,,88
artifacts,,136
artificial-intelligence,,1228
artillery,,57
artisan-migrate,,99
artoolkit,,106
aruba,,68
aruco,,108
arules,,118
as.date,,102
asana,,156
asana-api,,99
ascii,,608
ascii-art,,108
asciidoc,,160
asciidoctor,,135
asciidoctor-pdf,,50
ascx,,122
asdf,,111
asdf-vm,,69
asdoc,,51
asgi,,109
ash,,99
ashx,,143
asic,,76
asiformdatarequest,,90
asihttprequest,,199
asio,,114
aslr,,109
asm.js,,99
asmack,,112
asmx,,201
asn.1,,168
asp,,86
asp.net,,25049
asp.net-1.1,asp.net,99
asp.net-2.0,asp.net,159
asp.net-3.5,asp.net,162
asp.net-4.0,asp.net,262
asp.net-4.5,asp.net,121
asp.net5,asp.net,114
asp.net-ajax,,372
asp.net-apicontroller,,108
asp.net-authentication,,103
asp.net-authorization,,129
asp.net-blazor,,118
asp.net-boilerplate,,104
asp.net-charts,,99
asp.net-controls,,100
asp.net-core,,5440
asp.net-core-1.0,asp.net-core,134
asp.net-core-1.1,asp.net-core,105
asp.net-core-2.0,asp.net-core,305
asp.net-core-2.1,asp.net-core,200
asp.net-core-2.2,asp.net-core,179
asp.net-core-3.0,asp.net-core,167
asp.net-core-3.1,asp.net-core,384
asp.net-core-5.0,asp.net-core,180
asp.net-core-6.0,asp.net-core,256
asp.net-core-hosted-services,,99
asp.net-core-identity,,144
asp.net-core-localization,,99
asp.net-core-middleware,,103
asp.net-core-mvc,,868
asp.net-core-mvc-2.0,asp.net-core-mvc,101
asp.net-core-razor-pages,,68
asp.net-core-routing,,104
asp.net-core-signalr,,159
asp.net-core-tag-helpers,,104
asp.net-core-viewcomponent,,101
asp.net-core-webapi,,641
asp.net-development-serv,,56
asp.net-dynamic-data,,101
asp.net-identity,,397
asp.net-identity-2,asp.net-identity,118
asp.net-identity-3,asp.net-identity,100
asp.net-membership,,427
asp.net-mvc,,11419
asp.net-mvc-2,asp.net-mvc,740
asp.net-mvc-2-validation,,79
asp.net-mvc-3,asp.net-mvc,4548
asp.net-mvc-3-areas,,101
asp.net-mvc-4,asp.net-mvc,2023
asp.net-mvc-5,asp.net-mvc,709
asp.net-mvc-5.1,asp.net-mvc,104
asp.net-mvc-5.2,asp.net-mvc,117
asp.net-mvc-ajax,,97
asp.net-mvc-areas,,125
asp.net-mvc-controller,,99
asp.net-mvc-partialview,,144
asp.net-mvc-routing,,278
asp.net-mvc-scaffolding,,101
asp.net-mvc-sitemap,,56
asp.net-mvc-validation,,101
asp.net-mvc-viewmodel,,115
asp.net-mvc-views,,97
asp.net-mvc-web-api,,78
asp.net-optimization,,107
asp.net-profiles,,103
asp.net-roles,,102
asp.net-routing,,106
asp.net-session,,64
asp.net-web-api,,1957
asp.net-web-api2,asp.net-web-api,407
asp.net-web-api-helppages,,88
asp.net-web-api-odata,,96
asp.net-web-api-routing,,129
asp.net-webcontrol,,59
asp.net-webpages,,113
aspbutton,,74
asp-classic,,741
aspdotnetstorefront,,65
aspect,,125
aspectj,,502
aspectj-maven-plugin,,102
aspect-ratio,,172
aspects,aspect,69
aspell,,104
aspire,,84
aspire-one,,58
asplinkbutton,,101
aspmenu,,64
aspnetboilerplate,,167
aspnet-compiler,,99
aspnet-contrib,,66
asp-net-core-spa-services,,68
aspnetdb,,96
aspnet-regiis.exe,,80
aspose,,235
aspose.pdf,,99
aspose.words,,115
aspose-cells,,109
asprepeater,,104
aspxgridview,,118
assembla,,100
assemble,,101
assemblies,,344
assembly,,5963
assemblybinding,,57
assembly-binding-redirect,,103
assemblyinfo,,107
assembly-loading,,74
assembly-references,,99
assembly-resolution,,108
assemblyscript,,67
assembly-signing,,85
assert,,265
assertion,,212
assertions,assertion,142
assertj,,115
assetbundle,,100
asset-catalog,,101
assetic,,126
asset-management,,86
asset-pipeline,,310
assets,,376
assetslibrary,,66
assign,,156
assignment-operator,,212
assimp,,118
assistant,,97
associated-object,,54
associated-types,,106
associations,,490
associative,,104
associative-array,,208
associativity,,104
assume-role,,72
a-star,,168
asterisk,,763
asteriskami,,100
astrojs,,54
astronomy,,188
astropy,,179
astyanax,,104
asus,,191
asus-laptop,,124
asymptotic-complexity,,131
async,,96
async.js,,137
async-await,,1553
asynccallback,,114
async-ctp,,101
asyncdisplaykit,,93
asyncfileupload,,104
asynchronous,,3201
asynchronous-javascript,,100
asynchttpclient,,107
asyncore,,98
asyncpg,,100
async-pipe,,76
asyncsocket,,129
asyncstorage,,126
asynctaskloader,,100
at,,77
atan2,,100
at-command,,312
atexit,,99
atg,,216
atg-dynamo,,93
athena,,99
atheros,,131
ati,,410
ati-mobility-radeon,,60
at-job,,86
atk4,,151
atl,,250
atlas,,98
atlassian-crowd,,69
atlassian-crucible,,59
atlassian-fisheye,,68
atlassian-plugin-sdk,,102
atlassian-sourcetree,,175
atmega,,178
atmega16,atmega,61
atmel,,164
atmelstudio,,114
atmosphere,,121
atmosphere.js,,57
atof,,99
atoi,,112
atom,,83
atom-editor,,274
atom-feed,,178
atomic,,491
atomicinteger,,96
atomikos,,102
ats,,99
att,,163
attachedbehaviors,,100
attached-properties,,130
attachment,,308
attachment-fu,,72
attachments,attachment,168
attacks,,67
attask,,101
attention-model,,119
attiny,,98
attoparsec,,98
attr,,150
attr-accessible,,97
attr-accessor,,101
attributeerror,,213
attributerouting,,103
attributes,,1026
attribution,,53
atx,,54
auc,,122
auctex,,106
audacity,,130
audio,,6212
audio-analysis,,66
audiobook,,68
audiobuffer,,64
audiocontext,,120
audio-conversion,,79
audio-converter,,53
audio-fingerprinting,,99
audioformat,,59
audio-jack,,78
audiokit,,142
audio-player,,232
audio-processing,,153
audioqueue,,106
audioqueueservices,,100
audiorecord,,123
audio-recording,,409
audiosession,,69
audio-streaming,,438
audiotoolbox,,117
audiotrack,,123
audiounit,,198
audit,,274
audit.net,,93
auditd,,99
auditing,,104
audit-logging,,123
audit-tables,,57
audit-trail,,104
augeas,,81
augmented-reality,,869
aurelia,,245
aurelia-templating,,69
auth0,,244
authentication,,6433
authenticator,,78
authenticity-token,,69
authenticode,,103
auth-guard,,102
authlib,,100
authlogic,,144
author,,111
authorization,,1078
authorize,,102
authorize.net,,250
authorize.net-cim,,76
authorize-attribute,,118
authorized-keys,,51
authsub,,56
auth-token,,89
authy,,65
authzforce,,57
auto,,199
autobahn,,194
autobean,,56
autoboxing,,104
autocad,,373
autocad-plugin,,129
autocloseable,,99
autocmd,,99
autocommit,,102
autocomplete,,1264
auto-complete,,72
autocompletebox,,100
autocompleteextender,,99
autocompletetextview,,158
auto-completion,,106
autoconf,,187
autocorrect,,134
autocorrelation,,82
autodeploy,,55
autodesk,,218
autodesk-bim360,,129
autodesk-data-management,,101
autodesk-designautomation,,115
autodesk-forge,,526
autodesk-inventor,,79
autodesk-model-derivative,,130
autodesk-viewer,,154
autodiff,,62
autodiscovery,,89
autodoc,,128
autoencoder,,178
autofac,,467
autofac-configuration,,67
autofac-module,,54
autofill,,162
autofilter,,112
autofixture,,157
autofocus,,123
autoformatting,,103
auto-form-fill,,53
autofs,,130
auto-generate,,138
autogeneratecolumn,,57
autograd,,114
autogrow,,58
autohide,,71
autohotkey,,403
auto-import,,51
auto-increment,,223
auto-indent,,114
autoit,,176
autokey,,67
autolayout,,676
autolink,,74
autolisp,,102
autoload,,275
autoloader,,133
autologin,,118
auto-login,,166
automake,,168
automapper,,580
automapper-2,automapper,93
automapper-3,automapper,98
automapper-5,automapper,88
automapper-6,automapper,84
automapping,,114
automata,,229
automata-theory,,101
