,issue,openAI_ETD1,y_ETD,y''_ETD,ACC_AI_ETD
deeplearning4j,"Guys, I have a conceptual question in the working of the training. So few days back I asked and was told that if a DataSetIterator iterates over the entire dataset in each .next() then the number of epochs and number of iterations are essentially the same. My question is, I assume the possibility of iterating over smaller portions of the data set must have provided some use case (better results?) can some one who has more information on this please coment?@AlexDBlack@raver119?Also if I call train with a datasetIterator that has a batch size of imagine total/10 (can provide 10 batches) and have defined number of iterations as 5, the fit() method will iterate 5 times over each batch? so in total of 10 batches * 5 iterations ? or am I all worng","The sentence """""" I assume the possibility of iterating over smaller portions of the data set must have provided some use case """""" uses <pattern>trying to VB</pattern> to indicate that the user is trying to ""understand the use case of iterating over smaller portions of the data set"". The answer is YES.",0,0,1
appium,Has anyone seen the error :'Error: Cannot find module 'appium-gulp-plugins'' when running 'npm install -g appium-xcuitest-driver' ?,No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
deeplearning4j,"anyone encounter this error when using deeplearning4j on spark: Exception in thread ""main"" java.lang.IllegalStateException: No updater to combine was trying to run the example codes ok",No sentences found to indicate the user's expectation. The answer is NO.,1,1,1
nodejs,"Hey, I am trying to migrate from cjs to es6 I want to convert I was thinking of something like, but SplitBox is const so can't reassign it Please let me know what else can be done.","The sentence """""" I am trying to migrate from cjs to es6 """""" uses <pattern>trying to VB</pattern> to indicate that the user is attempting to ""migrate from cjs to es6"". The answer is YES.",0,0,1
gitter,"Hi gitter folks, are there any plans to do work on the Android client? And if you are, is there a place where one can contribute with issues and feedback",No sentences found to indicate the user's expectation. The answer is NO.,0,1,0
gitter,"Hi, is there a way to create private rooms? it's mentioned on the Billing page and I could swear I used them in the past but now just can't find a way to do it. Oh never mind, found the way to do it from theAdd A Roombutton. Wasn't clear to me from the new community creation workflow.","The sentence """""" is there a way to create private rooms? """""" uses <pattern>is there a way to VB</pattern> to indicate that the user expects to ""create private rooms"". The sentence """""" found the way to do it from the Add A Room button """""" uses <pattern>found the way to do</pattern> to describe the user's discovery of how to create private rooms. The answer is YES.",0,0,1
ethereum,AliceTheHive: How can I check if RPC is disabled in geth? How can I even issue a tx from a console? I cannot type anything in the console after typing geth + enter Is this still an issue: ?,"The sentence """""" How can I check if RPC is disabled in geth? How can I even issue a tx from a console? """""" uses <pattern>How can I VB</pattern> to indicate that the user wants to ""check if RPC is disabled in geth"" and ""issue a tx from a console"". The answer is YES.",0,0,1
docker,all: trying to find a simple way to tail or access stdout of a linked container running a simple service from another container (running tests) - I'd rather not modify the container running the service i.e. just use stdout - is there a good way to write stdout to a shared volume??,"The sentence """""" trying to find a simple way to tail or access stdout of a linked container running a simple service from another container """""" uses <pattern>trying to VB</pattern> to indicate that the user is ""trying to find a simple way to tail or access stdout"". The answer is YES.",0,0,1
gitter,"hey gitter support, can you help me rename my gitter channel ( My library changed name to bunit. So can I change the name to","The sentence """""" can you help me rename my gitter channel """""" uses <pattern>can you help me to VB</pattern> to indicate that the user wants assistance to ""rename my gitter channel"". The answer is YES.",0,0,1
typescript,"webstrand: my ts code consumes modules withimport from, but I have some dynamicrequire()calls that need to happen during runtime and can't be compiled away into static ones. will rollup choke on it? I'm using them to have a module/addon/extension system in my app well, thats better asked in a rollup discussion place anyway. you gave me some great pointers guys. thank you :)","The sentence """""" I have some dynamic require() calls that need to happen during runtime and can't be compiled away into static ones """""" uses <pattern>have VB</pattern> to indicate that the user has ""dynamic require() calls"". The answer is YES.",0,0,1
