,issue,PS1,y_PS,y''_PS,ACC_AI_PS
deeplearning4j,"Hey there..I'm trying to get the GPU backend to work with CUDA 7.5 on OS X 10.10.5 with NVIDIA GeForce GT 750M, but there seems to be a memory allocation issue:CudaZeroHandler: Out of [DEVICE] memory, host memory will be used instead: deviceId: [0], requested bytes: [182200]\nException in thread ""main"" java.lang.RuntimeException: Can't allocate [HOST] memory: 1014960; Is this a known thing with a simple solution (I googled, didn\'t find one)? Two related issues may be: and â€” I have also seenCan't allocate [DEVICE] special buffer memory!messages. I'm using dl4j 0.8.0.","The sentence """""" there seems to be a memory allocation issue:CudaZeroHandler: Out of [DEVICE] memory, host memory will be used instead: deviceId: [0], requested bytes: [182200] """""" uses <pattern>seems to be a memory allocation issue</pattern> to indicate a problem with memory allocation. The answer is YES.",0,0,1
deeplearning4j,hey guys may I ask a question? what do you mean when you say that dl4j is not made for research?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
ethereum,"I have a problem with sync Ethereum Mist. First, after 10-15 mins of syncing it stopped and i had to restart it. This carried on for couple of days and I reached 3.6 million. Then it stopped, i restarted it and then to my horror it started the sync right from the beginning... Could you help me find out whats going on?","The sentence """""" I have a problem with sync Ethereum Mist. """""" uses <pattern>have a problem with</pattern> to indicate that there is something wrong with ""sync Ethereum Mist"". The answer is YES.
 
 The sentence """""" after 10-15 mins of syncing it stopped and i had to restart it. """""" uses <pattern>it stopped</pattern> to indicate that there is something wrong with the syncing process. The answer is YES.
 
 The sentence """""" Then it stopped, i restarted it and then to my horror it started the sync right from the beginning... """""" uses <pattern>it stopped</pattern> and <pattern>it started the sync right from the beginning</pattern> to indicate that there is something wrong with the syncing process. The answer is YES.",0,0,1
typescript,"i'm having trouble gettingan_object instanceof MyClassto work correctly, instanceof depends on the construct method of the class in order to correctly identify it, right? patsissons: what if it wasn'tnew()'d ... but it was cast<MyClass>an_object? new()appears to work for me... casting does not","The sentence """""" i'm having trouble getting an_object instanceof MyClass to work correctly, """""" uses <pattern>having trouble VBG</pattern> to indicate that there is something wrong with ""getting an_object instanceof MyClass to work correctly"". The answer is YES.",0,0,1
ethereum,hi why after re-install the ethereum wallet then restore the key store and do a full sync the ether in my account still can't display?,"The sentence """""" hi why after re-install the ethereum wallet then restore the key store and do a full sync the ether in my account still can't display? """""" uses <pattern>can't VB(display)</pattern> to indicate that there is something wrong with ""the ether in my account"". The answer is YES.",0,0,1
docker,i can't comment out the h1 element,"The sentence """""" i can't comment out the h1 element """""" uses <pattern>can't VB(comment out)</pattern> to indicate that there is something wrong with ""commenting out the h1 element"". The answer is YES.",0,0,1
nodejs,"Hi guys, been banging my head on a issue for a couple of days now: in electron (in the nodejs process, thus asking here) using child_process.fork works fine in linux and mac, but exits with the following error on Windows: both with the detached option on or off","The sentence """""" but exits with the following error on Windows: both with the detached option on or off """""" uses <pattern>exits with the following error</pattern> to indicate that there is something wrong with ""child_process.fork"" on Windows. The answer is YES.",0,0,1
ethereum,"Guys? I haven't received my coins yet... Any help? I send coins from coinbase to ethereum wallet But haven't received any yet, but it says 'confirmed'","The sentence """""" I haven't received my coins yet... """""" uses <pattern>haven't VB(received)</pattern> to indicate that there is something wrong with ""receiving coins"". The answer is YES.",0,0,1
deeplearning4j,when should i use backprop in autoencoders?,No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,"If there's an organization on GitHub, how can I create a community for it on Gitter? I'm unable to see it in any of the options I've tried. I'm one of the owners of the organization. Thanks for the link! I can't see it, even though I can see my other orgs. So it's not my personal oauth that's causing the issue. How often does the gitter interface refresh the organization list? We created the github organization earlier this morning. Should I see it appear in gitter immediately?","The sentence """""" I'm unable to see it in any of the options I've tried. """""" uses <pattern>unable to VB</pattern> to indicate that there is something wrong with ""seeing the organization on Gitter"". The answer is YES.",0,0,1
deeplearning4j,Hi guys ! I am quite new to DeepLearning4J and so far I am just trying to get my ImageRecordReader to work - at the moment I get the following error : org.nd4j.nativeblas.Nd4jCpu$NativeOps.tadOnlyShapeInfo. I have no clue what this means and Google can't find anything similar to this Error. Does anyone know what this is and how it can be solved ? Thanks for your help !,"The sentence """""" at the moment I get the following error : org.nd4j.nativeblas.Nd4jCpu$NativeOps.tadOnlyShapeInfo. """""" uses <pattern>get the following error</pattern> to indicate that there is an error with ""ImageRecordReader"". The answer is YES.",0,0,1
