,issue,PS1,y_PS,y''_PS,ACC_AI_PS
ethereum,Hello guys I do not know if I am right here. I have a question about the wallet. I bought ether but can not see it in the wallet - on etherscan.io it shows it to me,"The sentence """""" I bought ether but can not see it in the wallet """""" uses <pattern>can not see</pattern> to indicate that there is something wrong with ""seeing the ether in the wallet"". The answer is YES.",0,0,1
typescript,"Hi, beginner here (hope this is not the wrong place to ask). I'm trying to track state in a simple object literal: Thank you! I'm not that used to having to declare the types first it.",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
typescript,"hey, I am looking for some advice on how I can achieve this: SalathielGenese: alright :) SalathielGenese: what I am looking for is for ""a"" and ""b"" to show there:",No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
appium,"Hi Guys, I have installed sdk on windows 10 with 64 bit but I can see that UIAutomator Viewer is not working. I am getting error message when run from cmd .Can anyone help on this ? I have installed only Android 5.0.1 & 5.1.1 Android versions .Is it dependent on this ?","The sentence """""" I am getting error message when run from cmd """""" uses <pattern>getting error message</pattern> to indicate that there is something wrong with ""UIAutomator Viewer"". The answer is YES.",0,0,1
deeplearning4j,agibsonccc: Thank you. Is there any way to get values specified by row INDArray and column INDArray? I mean analog to numpy index operation. The output for this block will be: [[ 4 12 10][ 9 8 7][ 6 5 11]][10 8 6],No sentences found to indicate the error or undesired behavior. The answer is NO.,1,1,1
gitter,how do I delete a community? or change its settings? I can't find any way to do that MadLittleMods: I would like the community to be called my project not my github org,"The sentence """""" I can't find any way to do that """""" uses <pattern>can't find</pattern> to indicate that the user is having trouble finding a way to ""delete a community or change its settings"". The answer is YES.",0,0,1
docker,is there anyway to get more verbose output on a docker build COPY? It starts running the COPY then I'm getting unexpected EOF,"The sentence """""" I'm getting unexpected EOF """""" uses <pattern>getting unexpected sth</pattern> to indicate that there is something wrong with ""EOF"". The answer is YES.",0,0,1
typescript,"My function receives an unknown and test it with if. But from there how do I access any potential properties? does not let me access foo, either input.foo or input[""foo""].","The sentence """""" does not let me access foo, either input.foo or input[""foo""]. """""" uses <pattern>does not let me VB</pattern> to indicate that there is something wrong with ""accessing foo"". The answer is YES.",0,0,1
deeplearning4j,"I am a newbie tyring to run keras with deeplearning4j and following the instructions at , when I try to exec dl4j-keras container in kitematic, I get running root is not recommended, use --allow-root to bypass","The sentence """""" I get running root is not recommended, use --allow-root to bypass """""" uses <pattern>get VB</pattern> to indicate that there is something wrong with ""running root"". The answer is YES.",0,0,1
deeplearning4j,"Could someone please take a peek at this Spark null pointer exception stack trace? I'm working on a test setup in which there's exactly 1 MultiDataSet with 1 example. I've confirmed that this data set gets loaded properly in an RDD. By running this in the driver before fitting, ParameterAveragingServer does After which apparently params is null, Which should mean that there are 0 results. That's where I'm lost Oh yeah, I tried running it without Spark, with a normal computation graph, which works fine Same config, same data set. Here's the method that does the training (it gets it's config from an external message). I'm afraid I'm hitting some edge case because of my tiny dataset Ah, if I add to the training master, everything works fine. That's no real solution thoug I'll see if I can turn this into a unit test. Hmm, I can't reproduce it on master, so maybe it's already been fixed (I was working with 7.2)","The sentence """""" Could someone please take a peek at this Spark null pointer exception stack trace? """""" uses <pattern>exception</pattern> to indicate that there is something wrong with ""Spark null pointer"". The answer is YES.",0,0,1
docker,"hey, i would like to define my networks in seperate docker-compose files but it only returns Attaching to when i docker-compose -f docker-compose.network.yml up with contentversion. any idea why?","The sentence """""" but it only returns Attaching to when i docker-compose -f docker-compose.network.yml up with contentversion """""" uses <pattern>only returns</pattern> to indicate that there is something wrong with the output of the command. The answer is YES.",0,0,1
nodejs,Hi we have faced the below error in Jenkinsapi npm package Could you please suggest to overcome that issue.,"The sentence """""" we have faced the below error in Jenkinsapi npm package """""" uses <pattern>faced the error</pattern> to indicate that there is something wrong with ""Jenkinsapi npm package"". The answer is YES.",0,0,1
